Resuming checkpoint: D:\AI\projects\e-phishGen\calculation\HWT-MGT\results\scaled_stratified_pool_8980_metrics.partial.json
embedding 4125/8920 HWT_080045
embedding 4126/8920 HWT_080048
embedding 4127/8920 HWT_080255
embedding 4128/8920 HWT_080453
embedding 4129/8920 HWT_080574
embedding 4130/8920 HWT_080724
embedding 4131/8920 HWT_080802
embedding 4132/8920 HWT_080856
embedding 4133/8920 HWT_080961
embedding 4134/8920 HWT_081074
embedding 4135/8920 HWT_081095
embedding 4136/8920 HWT_081350
embedding 4137/8920 HWT_081499
embedding 4138/8920 HWT_081622
embedding 4139/8920 HWT_081652
embedding 4140/8920 HWT_081657
embedding 4141/8920 HWT_081659
embedding 4142/8920 HWT_082005
embedding 4143/8920 HWT_082099
embedding 4144/8920 HWT_082166
embedding 4145/8920 HWT_082192
embedding 4146/8920 HWT_082216
embedding 4147/8920 HWT_082246
embedding 4148/8920 HWT_082336
embedding 4149/8920 HWT_082389
embedding 4150/8920 HWT_082405
embedding 4151/8920 HWT_082498
embedding 4152/8920 HWT_082646
embedding 4153/8920 HWT_082681
embedding 4154/8920 HWT_082685
embedding 4155/8920 HWT_082800
embedding 4156/8920 HWT_082821
embedding 4157/8920 HWT_082832
embedding 4158/8920 HWT_082833
embedding 4159/8920 HWT_082854
embedding 4160/8920 HWT_082900
embedding 4161/8920 HWT_083029
embedding 4162/8920 HWT_083293
embedding 4163/8920 HWT_083414
embedding 4164/8920 HWT_083711
embedding 4165/8920 HWT_084111
embedding 4166/8920 HWT_084228
embedding 4167/8920 HWT_084241
embedding 4168/8920 HWT_084290
embedding 4169/8920 HWT_084309
embedding 4170/8920 HWT_084431
embedding 4171/8920 HWT_084495
embedding 4172/8920 HWT_084612
embedding 4173/8920 HWT_084687
embedding 4174/8920 HWT_084693
embedding 4175/8920 HWT_084827
embedding 4176/8920 HWT_084840
embedding 4177/8920 HWT_084998
embedding 4178/8920 HWT_085008
embedding 4179/8920 HWT_085034
embedding 4180/8920 HWT_085075
embedding 4181/8920 HWT_085096
embedding 4182/8920 HWT_085119
embedding 4183/8920 HWT_085174
embedding 4184/8920 HWT_085250
embedding 4185/8920 HWT_085329
embedding 4186/8920 HWT_085600
embedding 4187/8920 HWT_085917
embedding 4188/8920 HWT_085970
embedding 4189/8920 HWT_086011
embedding 4190/8920 HWT_086032
embedding 4191/8920 HWT_086068
embedding 4192/8920 HWT_086193
embedding 4193/8920 HWT_086228
embedding 4194/8920 HWT_086396
embedding 4195/8920 HWT_086587
embedding 4196/8920 HWT_086629
embedding 4197/8920 HWT_086722
embedding 4198/8920 HWT_086733
embedding 4199/8920 HWT_086866
embedding 4200/8920 HWT_087018
embedding 4201/8920 HWT_087070
embedding 4202/8920 HWT_087075
embedding 4203/8920 HWT_087089
embedding 4204/8920 HWT_087101
embedding 4205/8920 HWT_087129
embedding 4206/8920 HWT_087208
embedding 4207/8920 HWT_087220
embedding 4208/8920 HWT_087528
embedding 4209/8920 HWT_087777
embedding 4210/8920 HWT_087883
embedding 4211/8920 HWT_087942
embedding 4212/8920 HWT_088092
embedding 4213/8920 HWT_088260
embedding 4214/8920 HWT_088267
embedding 4215/8920 HWT_088281
embedding 4216/8920 HWT_088307
embedding 4217/8920 HWT_088309
embedding 4218/8920 HWT_088405
embedding 4219/8920 HWT_088414
embedding 4220/8920 HWT_088436
embedding 4221/8920 HWT_088445
embedding 4222/8920 HWT_088448
embedding 4223/8920 HWT_088449
embedding 4224/8920 HWT_088458
embedding 4225/8920 HWT_088555
embedding 4226/8920 HWT_088600
embedding 4227/8920 HWT_088711
embedding 4228/8920 HWT_088777
embedding 4229/8920 HWT_088871
embedding 4230/8920 HWT_088872
embedding 4231/8920 HWT_088886
embedding 4232/8920 HWT_089287
embedding 4233/8920 HWT_089452
embedding 4234/8920 HWT_089861
embedding 4235/8920 HWT_089885
embedding 4236/8920 HWT_090113
embedding 4237/8920 HWT_090130
embedding 4238/8920 HWT_090411
embedding 4239/8920 HWT_090690
embedding 4240/8920 HWT_090840
embedding 4241/8920 HWT_090876
embedding 4242/8920 HWT_090888
embedding 4243/8920 HWT_090918
embedding 4244/8920 HWT_091068
embedding 4245/8920 HWT_091369
embedding 4246/8920 HWT_091638
embedding 4247/8920 HWT_091728
embedding 4248/8920 HWT_091755
embedding 4249/8920 HWT_091759
embedding 4250/8920 HWT_091788
embedding 4251/8920 HWT_091802
embedding 4252/8920 HWT_091869
embedding 4253/8920 HWT_091918
embedding 4254/8920 HWT_092004
embedding 4255/8920 HWT_092049
embedding 4256/8920 HWT_092239
embedding 4257/8920 HWT_092391
embedding 4258/8920 HWT_092529
embedding 4259/8920 HWT_092678
embedding 4260/8920 HWT_092679
embedding 4261/8920 HWT_092682
embedding 4262/8920 HWT_092918
embedding 4263/8920 HWT_093067
embedding 4264/8920 HWT_093096
embedding 4265/8920 HWT_093135
embedding 4266/8920 HWT_093172
embedding 4267/8920 HWT_093179
embedding 4268/8920 HWT_093183
embedding 4269/8920 HWT_093406
embedding 4270/8920 HWT_093436
embedding 4271/8920 HWT_093621
embedding 4272/8920 HWT_093820
embedding 4273/8920 HWT_093967
embedding 4274/8920 HWT_094093
embedding 4275/8920 HWT_094653
embedding 4276/8920 HWT_094741
embedding 4277/8920 HWT_094775
embedding 4278/8920 HWT_094924
embedding 4279/8920 HWT_094947
embedding 4280/8920 HWT_094982
embedding 4281/8920 HWT_095035
embedding 4282/8920 HWT_095064
embedding 4283/8920 HWT_095159
embedding 4284/8920 HWT_095374
embedding 4285/8920 HWT_095634
embedding 4286/8920 HWT_095689
embedding 4287/8920 HWT_095716
embedding 4288/8920 HWT_095930
embedding 4289/8920 HWT_096199
embedding 4290/8920 HWT_096357
embedding 4291/8920 HWT_096468
embedding 4292/8920 HWT_096897
embedding 4293/8920 HWT_097063
embedding 4294/8920 HWT_097241
embedding 4295/8920 HWT_097396
embedding 4296/8920 HWT_097470
embedding 4297/8920 HWT_097653
embedding 4298/8920 HWT_097841
embedding 4299/8920 HWT_097889
embedding 4300/8920 HWT_097892
embedding 4301/8920 HWT_097927
embedding 4302/8920 HWT_098198
embedding 4303/8920 HWT_098242
embedding 4304/8920 HWT_098366
embedding 4305/8920 HWT_098524
embedding 4306/8920 HWT_098588
embedding 4307/8920 HWT_098736
embedding 4308/8920 HWT_098776
embedding 4309/8920 HWT_098861
embedding 4310/8920 HWT_098891
embedding 4311/8920 HWT_099313
embedding 4312/8920 HWT_099348
embedding 4313/8920 HWT_099633
embedding 4314/8920 HWT_099634
embedding 4315/8920 HWT_099739
embedding 4316/8920 HWT_100133
embedding 4317/8920 HWT_100143
embedding 4318/8920 HWT_100376
embedding 4319/8920 HWT_100683
embedding 4320/8920 HWT_100848
embedding 4321/8920 HWT_100893
embedding 4322/8920 HWT_101035
embedding 4323/8920 HWT_101121
embedding 4324/8920 HWT_101175
embedding 4325/8920 HWT_101344
embedding 4326/8920 HWT_101513
embedding 4327/8920 HWT_101558
embedding 4328/8920 HWT_101577
embedding 4329/8920 HWT_101593
embedding 4330/8920 HWT_101599
embedding 4331/8920 HWT_101737
embedding 4332/8920 HWT_101836
embedding 4333/8920 HWT_101840
embedding 4334/8920 HWT_101942
embedding 4335/8920 HWT_102010
embedding 4336/8920 HWT_102054
embedding 4337/8920 HWT_102103
embedding 4338/8920 HWT_102267
embedding 4339/8920 HWT_102281
embedding 4340/8920 HWT_102356
embedding 4341/8920 HWT_102472
embedding 4342/8920 HWT_102487
embedding 4343/8920 HWT_102662
embedding 4344/8920 HWT_102705
embedding 4345/8920 HWT_102959
embedding 4346/8920 HWT_103134
embedding 4347/8920 HWT_103325
embedding 4348/8920 HWT_103378
embedding 4349/8920 HWT_103452
embedding 4350/8920 HWT_103462
embedding 4351/8920 HWT_103475
embedding 4352/8920 HWT_103567
embedding 4353/8920 HWT_103569
embedding 4354/8920 HWT_103616
embedding 4355/8920 HWT_103634
embedding 4356/8920 HWT_103774
embedding 4357/8920 HWT_103823
embedding 4358/8920 HWT_103919
embedding 4359/8920 HWT_103936
embedding 4360/8920 HWT_103985
embedding 4361/8920 HWT_104028
embedding 4362/8920 HWT_104045
embedding 4363/8920 HWT_104436
embedding 4364/8920 HWT_104437
embedding 4365/8920 HWT_104448
embedding 4366/8920 HWT_104484
embedding 4367/8920 HWT_104498
embedding 4368/8920 HWT_104505
embedding 4369/8920 HWT_104526
embedding 4370/8920 HWT_104580
embedding 4371/8920 HWT_104722
embedding 4372/8920 HWT_104739
embedding 4373/8920 HWT_104889
embedding 4374/8920 HWT_104970
embedding 4375/8920 HWT_105032
embedding 4376/8920 HWT_105056
embedding 4377/8920 HWT_105181
embedding 4378/8920 HWT_105282
embedding 4379/8920 HWT_105285
embedding 4380/8920 HWT_105294
embedding 4381/8920 HWT_105362
embedding 4382/8920 HWT_105369
embedding 4383/8920 HWT_105385
embedding 4384/8920 HWT_105396
embedding 4385/8920 HWT_105442
embedding 4386/8920 HWT_105457
embedding 4387/8920 HWT_105472
embedding 4388/8920 HWT_105557
embedding 4389/8920 HWT_105705
embedding 4390/8920 HWT_105758
embedding 4391/8920 HWT_105782
embedding 4392/8920 HWT_105912
embedding 4393/8920 HWT_105942
embedding 4394/8920 HWT_106017
embedding 4395/8920 HWT_106059
embedding 4396/8920 HWT_106247
embedding 4397/8920 HWT_106263
embedding 4398/8920 HWT_106264
embedding 4399/8920 HWT_106270
embedding 4400/8920 HWT_106287
embedding 4401/8920 HWT_106349
embedding 4402/8920 HWT_106363
embedding 4403/8920 HWT_106618
embedding 4404/8920 HWT_106669
embedding 4405/8920 HWT_106678
embedding 4406/8920 HWT_106723
embedding 4407/8920 HWT_106888
embedding 4408/8920 HWT_107156
embedding 4409/8920 HWT_107237
embedding 4410/8920 HWT_107481
embedding 4411/8920 HWT_107487
embedding 4412/8920 HWT_107510
embedding 4413/8920 HWT_107563
embedding 4414/8920 HWT_107744
embedding 4415/8920 HWT_107754
embedding 4416/8920 HWT_107757
embedding 4417/8920 HWT_107782
embedding 4418/8920 HWT_107783
embedding 4419/8920 HWT_107840
embedding 4420/8920 HWT_107858
embedding 4421/8920 HWT_108283
embedding 4422/8920 HWT_108315
embedding 4423/8920 HWT_108363
embedding 4424/8920 HWT_108440
embedding 4425/8920 HWT_108443
embedding 4426/8920 HWT_108447
embedding 4427/8920 HWT_108452
embedding 4428/8920 HWT_108460
embedding 4429/8920 HWT_108498
embedding 4430/8920 HWT_108655
embedding 4431/8920 MGT_000011
embedding 4432/8920 MGT_000018
embedding 4433/8920 MGT_000036
embedding 4434/8920 MGT_000190
embedding 4435/8920 MGT_000191
embedding 4436/8920 MGT_000215
embedding 4437/8920 MGT_000231
embedding 4438/8920 MGT_000241
embedding 4439/8920 MGT_000258
embedding 4440/8920 MGT_000620
embedding 4441/8920 MGT_000772
embedding 4442/8920 MGT_000790
embedding 4443/8920 MGT_002043
embedding 4444/8920 MGT_002045
embedding 4445/8920 MGT_002070
embedding 4446/8920 MGT_002082
embedding 4447/8920 MGT_002178
embedding 4448/8920 MGT_002179
embedding 4449/8920 MGT_002196
embedding 4450/8920 MGT_002266
embedding 4451/8920 MGT_002305
embedding 4452/8920 MGT_002334
embedding 4453/8920 MGT_002406
embedding 4454/8920 MGT_002499
embedding 4455/8920 MGT_002810
embedding 4456/8920 MGT_002856
embedding 4457/8920 MGT_002906
embedding 4458/8920 MGT_003018
embedding 4459/8920 MGT_003035
embedding 4460/8920 MGT_003039
embedding 4461/8920 MGT_003043
embedding 4462/8920 MGT_003046
embedding 4463/8920 MGT_003049
embedding 4464/8920 MGT_003109
embedding 4465/8920 MGT_003179
embedding 4466/8920 MGT_003205
embedding 4467/8920 MGT_003230
embedding 4468/8920 MGT_003236
embedding 4469/8920 MGT_003259
embedding 4470/8920 MGT_003274
embedding 4471/8920 MGT_003314
embedding 4472/8920 MGT_003322
embedding 4473/8920 MGT_003442
embedding 4474/8920 MGT_003444
embedding 4475/8920 MGT_003492
embedding 4476/8920 MGT_003519
embedding 4477/8920 MGT_003522
embedding 4478/8920 MGT_003557
embedding 4479/8920 MGT_003615
embedding 4480/8920 MGT_003632
embedding 4481/8920 MGT_003649
embedding 4482/8920 MGT_003733
embedding 4483/8920 MGT_003744
embedding 4484/8920 MGT_003748
embedding 4485/8920 MGT_003768
embedding 4486/8920 MGT_003773
embedding 4487/8920 MGT_003780
embedding 4488/8920 MGT_005814
embedding 4489/8920 MGT_005828
embedding 4490/8920 MGT_005968
embedding 4491/8920 MGT_005974
embedding 4492/8920 MGT_005977
embedding 4493/8920 MGT_006172
embedding 4494/8920 MGT_006397
embedding 4495/8920 MGT_006464
embedding 4496/8920 MGT_006471
embedding 4497/8920 MGT_006473
embedding 4498/8920 MGT_006500
embedding 4499/8920 MGT_006503
embedding 4500/8920 MGT_006525
embedding 4501/8920 MGT_006527
embedding 4502/8920 MGT_006563
embedding 4503/8920 MGT_006594
embedding 4504/8920 MGT_006605
embedding 4505/8920 MGT_006613
embedding 4506/8920 MGT_006640
embedding 4507/8920 MGT_006650
embedding 4508/8920 MGT_006651
embedding 4509/8920 MGT_006656
embedding 4510/8920 MGT_006661
embedding 4511/8920 MGT_006671
embedding 4512/8920 MGT_006673
embedding 4513/8920 MGT_006680
embedding 4514/8920 MGT_006681
embedding 4515/8920 MGT_006682
embedding 4516/8920 MGT_006687
embedding 4517/8920 MGT_006693
embedding 4518/8920 MGT_006701
embedding 4519/8920 MGT_006741
embedding 4520/8920 MGT_006748
embedding 4521/8920 MGT_006765
embedding 4522/8920 MGT_006784
embedding 4523/8920 MGT_006801
embedding 4524/8920 MGT_006819
embedding 4525/8920 MGT_006825
embedding 4526/8920 MGT_006828
embedding 4527/8920 MGT_006840
embedding 4528/8920 MGT_006847
embedding 4529/8920 MGT_006865
embedding 4530/8920 MGT_006871
embedding 4531/8920 MGT_006879
embedding 4532/8920 MGT_006884
embedding 4533/8920 MGT_006888
embedding 4534/8920 MGT_006895
embedding 4535/8920 MGT_006896
embedding 4536/8920 MGT_006897
embedding 4537/8920 MGT_006906
embedding 4538/8920 MGT_006944
embedding 4539/8920 MGT_006954
embedding 4540/8920 MGT_006955
embedding 4541/8920 MGT_006971
embedding 4542/8920 MGT_006976
embedding 4543/8920 MGT_007014
embedding 4544/8920 MGT_007023
embedding 4545/8920 MGT_007030
embedding 4546/8920 MGT_007031
embedding 4547/8920 MGT_007035
embedding 4548/8920 MGT_007042
embedding 4549/8920 MGT_007051
embedding 4550/8920 MGT_007072
embedding 4551/8920 MGT_007073
embedding 4552/8920 MGT_007075
embedding 4553/8920 MGT_007080
embedding 4554/8920 MGT_007091
embedding 4555/8920 MGT_007093
embedding 4556/8920 MGT_007095
embedding 4557/8920 MGT_007100
embedding 4558/8920 MGT_007112
embedding 4559/8920 MGT_007155
embedding 4560/8920 MGT_007157
embedding 4561/8920 MGT_007160
embedding 4562/8920 MGT_007163
embedding 4563/8920 MGT_007170
embedding 4564/8920 MGT_007188
embedding 4565/8920 MGT_007189
embedding 4566/8920 MGT_007200
embedding 4567/8920 MGT_007202
embedding 4568/8920 MGT_007211
embedding 4569/8920 MGT_007212
embedding 4570/8920 MGT_007213
embedding 4571/8920 MGT_007214
embedding 4572/8920 MGT_007215
embedding 4573/8920 MGT_007218
embedding 4574/8920 MGT_007221
embedding 4575/8920 MGT_007230
embedding 4576/8920 MGT_007236
embedding 4577/8920 MGT_007242
embedding 4578/8920 MGT_007247
embedding 4579/8920 MGT_007268
embedding 4580/8920 MGT_007317
embedding 4581/8920 MGT_007321
embedding 4582/8920 MGT_007352
embedding 4583/8920 MGT_007354
embedding 4584/8920 MGT_007363
embedding 4585/8920 MGT_007377
embedding 4586/8920 MGT_007411
embedding 4587/8920 MGT_007424
embedding 4588/8920 MGT_007428
embedding 4589/8920 MGT_007454
embedding 4590/8920 MGT_007468
embedding 4591/8920 MGT_007476
embedding 4592/8920 MGT_007488
embedding 4593/8920 MGT_007489
embedding 4594/8920 MGT_007513
embedding 4595/8920 MGT_007514
embedding 4596/8920 MGT_007515
embedding 4597/8920 MGT_007516
embedding 4598/8920 MGT_007534
embedding 4599/8920 MGT_007538
embedding 4600/8920 MGT_007540
embedding 4601/8920 MGT_007543
embedding 4602/8920 MGT_007550
embedding 4603/8920 MGT_007558
embedding 4604/8920 MGT_007564
embedding 4605/8920 MGT_007579
embedding 4606/8920 MGT_007593
embedding 4607/8920 MGT_007598
embedding 4608/8920 MGT_007599
embedding 4609/8920 MGT_007602
embedding 4610/8920 MGT_007603
embedding 4611/8920 MGT_007608
embedding 4612/8920 MGT_007620
embedding 4613/8920 MGT_007622
embedding 4614/8920 MGT_007623
embedding 4615/8920 MGT_007626
embedding 4616/8920 MGT_007632
embedding 4617/8920 MGT_007657
embedding 4618/8920 MGT_007662
embedding 4619/8920 MGT_007664
embedding 4620/8920 MGT_007726
embedding 4621/8920 MGT_007739
embedding 4622/8920 MGT_007753
embedding 4623/8920 MGT_007754
embedding 4624/8920 MGT_007755
embedding 4625/8920 MGT_007756
embedding 4626/8920 MGT_007757
embedding 4627/8920 MGT_007778
embedding 4628/8920 MGT_007784
embedding 4629/8920 MGT_007787
embedding 4630/8920 MGT_007788
embedding 4631/8920 MGT_007791
embedding 4632/8920 MGT_007796
embedding 4633/8920 MGT_007799
embedding 4634/8920 MGT_007828
embedding 4635/8920 MGT_007832
embedding 4636/8920 MGT_007842
embedding 4637/8920 MGT_007853
embedding 4638/8920 MGT_007855
embedding 4639/8920 MGT_007860
embedding 4640/8920 MGT_007862
embedding 4641/8920 MGT_007864
embedding 4642/8920 MGT_007904
embedding 4643/8920 MGT_007907
embedding 4644/8920 MGT_007912
embedding 4645/8920 MGT_007933
embedding 4646/8920 MGT_007935
embedding 4647/8920 MGT_007936
embedding 4648/8920 MGT_007938
embedding 4649/8920 MGT_007939
embedding 4650/8920 MGT_007940
embedding 4651/8920 MGT_007942
embedding 4652/8920 MGT_007943
embedding 4653/8920 MGT_007946
embedding 4654/8920 MGT_007947
embedding 4655/8920 MGT_007977
embedding 4656/8920 MGT_007984
embedding 4657/8920 MGT_007989
embedding 4658/8920 MGT_007999
embedding 4659/8920 MGT_008016
embedding 4660/8920 MGT_008018
embedding 4661/8920 MGT_008027
embedding 4662/8920 MGT_008033
embedding 4663/8920 MGT_008038
embedding 4664/8920 MGT_008043
embedding 4665/8920 MGT_008053
embedding 4666/8920 MGT_008056
embedding 4667/8920 MGT_008071
embedding 4668/8920 MGT_008087
embedding 4669/8920 MGT_008105
embedding 4670/8920 MGT_008129
embedding 4671/8920 MGT_008151
embedding 4672/8920 MGT_008190
embedding 4673/8920 MGT_008199
embedding 4674/8920 MGT_008200
embedding 4675/8920 MGT_008202
embedding 4676/8920 MGT_008206
embedding 4677/8920 MGT_008209
embedding 4678/8920 MGT_008221
embedding 4679/8920 MGT_008226
embedding 4680/8920 MGT_008243
embedding 4681/8920 MGT_008254
embedding 4682/8920 MGT_008269
embedding 4683/8920 MGT_008283
embedding 4684/8920 MGT_008284
embedding 4685/8920 MGT_008285
embedding 4686/8920 MGT_008289
embedding 4687/8920 MGT_008292
embedding 4688/8920 MGT_008293
embedding 4689/8920 MGT_008294
embedding 4690/8920 MGT_008318
embedding 4691/8920 MGT_008321
embedding 4692/8920 MGT_008329
embedding 4693/8920 MGT_008335
embedding 4694/8920 MGT_008352
embedding 4695/8920 MGT_008386
embedding 4696/8920 MGT_008414
embedding 4697/8920 MGT_008415
embedding 4698/8920 MGT_008420
embedding 4699/8920 MGT_008421
embedding 4700/8920 MGT_008442
embedding 4701/8920 MGT_008444
embedding 4702/8920 MGT_008454
embedding 4703/8920 MGT_008465
embedding 4704/8920 MGT_008472
embedding 4705/8920 MGT_008483
embedding 4706/8920 MGT_008487
embedding 4707/8920 MGT_008490
embedding 4708/8920 MGT_008512
embedding 4709/8920 MGT_008520
embedding 4710/8920 MGT_008523
embedding 4711/8920 MGT_008564
embedding 4712/8920 MGT_008573
embedding 4713/8920 MGT_008584
embedding 4714/8920 MGT_008629
embedding 4715/8920 MGT_008630
embedding 4716/8920 MGT_008634
embedding 4717/8920 MGT_008636
embedding 4718/8920 MGT_008654
embedding 4719/8920 MGT_008658
embedding 4720/8920 MGT_008665
embedding 4721/8920 MGT_008684
embedding 4722/8920 MGT_008689
embedding 4723/8920 MGT_008691
embedding 4724/8920 MGT_008694
embedding 4725/8920 MGT_008696
embedding 4726/8920 MGT_008698
embedding 4727/8920 MGT_008699
embedding 4728/8920 MGT_008700
embedding 4729/8920 MGT_008702
embedding 4730/8920 MGT_008703
embedding 4731/8920 MGT_008704
embedding 4732/8920 MGT_008705
embedding 4733/8920 MGT_008706
embedding 4734/8920 MGT_008707
embedding 4735/8920 MGT_008708
embedding 4736/8920 MGT_008710
embedding 4737/8920 MGT_008750
embedding 4738/8920 MGT_008754
embedding 4739/8920 MGT_008757
embedding 4740/8920 MGT_008810
embedding 4741/8920 MGT_008827
embedding 4742/8920 MGT_008828
embedding 4743/8920 MGT_008835
embedding 4744/8920 MGT_008842
embedding 4745/8920 MGT_008843
embedding 4746/8920 MGT_008860
embedding 4747/8920 MGT_008876
embedding 4748/8920 MGT_008877
embedding 4749/8920 MGT_008915
embedding 4750/8920 MGT_008974
embedding 4751/8920 MGT_008988
embedding 4752/8920 MGT_008989
embedding 4753/8920 MGT_008993
embedding 4754/8920 MGT_009054
embedding 4755/8920 MGT_009056
embedding 4756/8920 MGT_009069
embedding 4757/8920 MGT_009089
embedding 4758/8920 MGT_009090
embedding 4759/8920 MGT_009092
embedding 4760/8920 MGT_009093
embedding 4761/8920 MGT_009100
embedding 4762/8920 MGT_009102
embedding 4763/8920 MGT_009113
embedding 4764/8920 MGT_009172
embedding 4765/8920 MGT_009178
embedding 4766/8920 MGT_009190
embedding 4767/8920 MGT_009217
embedding 4768/8920 MGT_009219
embedding 4769/8920 MGT_009223
embedding 4770/8920 MGT_009233
embedding 4771/8920 MGT_009244
embedding 4772/8920 MGT_009254
embedding 4773/8920 MGT_009256
embedding 4774/8920 MGT_009282
embedding 4775/8920 MGT_009288
embedding 4776/8920 MGT_009328
embedding 4777/8920 MGT_009329
embedding 4778/8920 MGT_009342
embedding 4779/8920 MGT_009354
embedding 4780/8920 MGT_009357
embedding 4781/8920 MGT_009373
embedding 4782/8920 MGT_009374
embedding 4783/8920 MGT_009375
embedding 4784/8920 MGT_009377
embedding 4785/8920 MGT_009378
embedding 4786/8920 MGT_009379
embedding 4787/8920 MGT_009385
embedding 4788/8920 MGT_009388
embedding 4789/8920 MGT_009408
embedding 4790/8920 MGT_009421
embedding 4791/8920 MGT_009493
embedding 4792/8920 MGT_009502
embedding 4793/8920 MGT_009532
embedding 4794/8920 MGT_009535
embedding 4795/8920 MGT_009538
embedding 4796/8920 MGT_009540
embedding 4797/8920 MGT_009542
embedding 4798/8920 MGT_009551
embedding 4799/8920 MGT_009554
embedding 4800/8920 MGT_009557
embedding 4801/8920 MGT_009558
embedding 4802/8920 MGT_009565
embedding 4803/8920 MGT_009584
embedding 4804/8920 MGT_009588
embedding 4805/8920 MGT_009632
embedding 4806/8920 MGT_009641
embedding 4807/8920 MGT_009668
embedding 4808/8920 MGT_009702
embedding 4809/8920 MGT_009761
embedding 4810/8920 MGT_009762
embedding 4811/8920 MGT_009772
embedding 4812/8920 MGT_009777
embedding 4813/8920 MGT_009778
embedding 4814/8920 MGT_009819
embedding 4815/8920 MGT_009830
embedding 4816/8920 MGT_009836
embedding 4817/8920 MGT_009853
embedding 4818/8920 MGT_009893
embedding 4819/8920 MGT_009904
embedding 4820/8920 MGT_009905
embedding 4821/8920 MGT_009907
embedding 4822/8920 MGT_009909
embedding 4823/8920 MGT_009910
embedding 4824/8920 MGT_009911
embedding 4825/8920 MGT_009913
embedding 4826/8920 MGT_009928
embedding 4827/8920 MGT_009984
embedding 4828/8920 MGT_009992
embedding 4829/8920 MGT_009998
embedding 4830/8920 MGT_010005
embedding 4831/8920 MGT_010009
embedding 4832/8920 MGT_010012
embedding 4833/8920 MGT_010022
embedding 4834/8920 MGT_010028
embedding 4835/8920 MGT_010044
embedding 4836/8920 MGT_010047
embedding 4837/8920 MGT_010053
embedding 4838/8920 MGT_010055
embedding 4839/8920 MGT_010099
embedding 4840/8920 MGT_010103
embedding 4841/8920 MGT_010129
embedding 4842/8920 MGT_010131
embedding 4843/8920 MGT_010141
embedding 4844/8920 MGT_010146
embedding 4845/8920 MGT_010178
embedding 4846/8920 MGT_010207
embedding 4847/8920 MGT_010221
embedding 4848/8920 MGT_010230
embedding 4849/8920 MGT_010252
embedding 4850/8920 MGT_010257
embedding 4851/8920 MGT_010262
embedding 4852/8920 MGT_010277
embedding 4853/8920 MGT_010283
embedding 4854/8920 MGT_010291
embedding 4855/8920 MGT_010561
embedding 4856/8920 MGT_010711
embedding 4857/8920 MGT_010752
embedding 4858/8920 MGT_010756
embedding 4859/8920 MGT_010839
embedding 4860/8920 MGT_010853
embedding 4861/8920 MGT_010864
embedding 4862/8920 MGT_010880
embedding 4863/8920 MGT_010954
embedding 4864/8920 MGT_010988
embedding 4865/8920 MGT_010990
embedding 4866/8920 MGT_011008
embedding 4867/8920 MGT_011018
embedding 4868/8920 MGT_011024
embedding 4869/8920 MGT_011030
embedding 4870/8920 MGT_011038
embedding 4871/8920 MGT_011039
embedding 4872/8920 MGT_011063
embedding 4873/8920 MGT_011064
embedding 4874/8920 MGT_011067
embedding 4875/8920 MGT_011081
embedding 4876/8920 MGT_011103
embedding 4877/8920 MGT_011107
embedding 4878/8920 MGT_011124
embedding 4879/8920 MGT_011126
embedding 4880/8920 MGT_011157
embedding 4881/8920 MGT_011161
embedding 4882/8920 MGT_011168
embedding 4883/8920 MGT_011186
embedding 4884/8920 MGT_011208
embedding 4885/8920 MGT_011223
embedding 4886/8920 MGT_011228
embedding 4887/8920 MGT_011248
embedding 4888/8920 MGT_011274
embedding 4889/8920 MGT_011290
embedding 4890/8920 MGT_011314
embedding 4891/8920 MGT_000164
embedding 4892/8920 MGT_000634
embedding 4893/8920 MGT_000710
embedding 4894/8920 MGT_000780
embedding 4895/8920 MGT_002023
embedding 4896/8920 MGT_002701
embedding 4897/8920 MGT_002741
embedding 4898/8920 MGT_003019
embedding 4899/8920 MGT_003296
embedding 4900/8920 MGT_003345
embedding 4901/8920 MGT_003526
embedding 4902/8920 MGT_006013
embedding 4903/8920 MGT_006432
embedding 4904/8920 MGT_006474
embedding 4905/8920 MGT_006491
embedding 4906/8920 MGT_007028
embedding 4907/8920 MGT_007285
embedding 4908/8920 MGT_007299
embedding 4909/8920 MGT_007394
embedding 4910/8920 MGT_007404
embedding 4911/8920 MGT_007408
embedding 4912/8920 MGT_007595
embedding 4913/8920 MGT_007684
embedding 4914/8920 MGT_007691
embedding 4915/8920 MGT_007731
embedding 4916/8920 MGT_007745
embedding 4917/8920 MGT_007772
embedding 4918/8920 MGT_007801
embedding 4919/8920 MGT_007809
embedding 4920/8920 MGT_007857
embedding 4921/8920 MGT_008167
embedding 4922/8920 MGT_008196
embedding 4923/8920 MGT_008197
embedding 4924/8920 MGT_008307
embedding 4925/8920 MGT_008434
embedding 4926/8920 MGT_008452
embedding 4927/8920 MGT_008568
embedding 4928/8920 MGT_008675
embedding 4929/8920 MGT_008735
embedding 4930/8920 MGT_008855
embedding 4931/8920 MGT_008925
embedding 4932/8920 MGT_008937
embedding 4933/8920 MGT_008953
embedding 4934/8920 MGT_009212
embedding 4935/8920 MGT_009216
embedding 4936/8920 MGT_009399
embedding 4937/8920 MGT_009406
embedding 4938/8920 MGT_009708
embedding 4939/8920 MGT_009773
embedding 4940/8920 MGT_009840
embedding 4941/8920 MGT_009879
embedding 4942/8920 MGT_009977
embedding 4943/8920 MGT_010025
